Rank;Polish;Croatian;PartOfSpeech;Grammar;ExampleCroatian;ExamplePolish;FalseFriend;FalseFriendNote;Tags;AcceptedAnswers
189;wszędzie;svugdje;adverb;też: posvuda;Tražio sam te svugdje.;Szukałem cię wszędzie.;NO;;HR_0001_0500 adverb;"[""posvuda""]"
190;bardzo;vrlo;adverb;potocznie: jako;Vrlo mi je važno.;To dla mnie bardzo ważne.;NO;;HR_0001_0500 adverb;"[""jako""]"
191;trochę;malo;adverb;;Govorim malo hrvatski.;Mówię trochę po chorwacku.;NO;;HR_0001_0500 adverb;[]
192;dużo;puno;adverb;też: mnogo;Imam puno posla.;Mam dużo pracy.;NO;;HR_0001_0500 adverb work;"[""mnogo""]"
193;za dużo;previše;adverb;też przedrostek pre-;Previše govoriš.;Za dużo mówisz.;NO;;HR_0001_0500 adverb;[]
194;też;također;adverb;"przysłówek; także";I ja idem također.;Ja też idę.;NO;;HR_0001_0500 adverb conversation;[]
195;tylko;samo;adverb;;Ostalo je samo jedno mjesto.;Zostało tylko jedno miejsce.;NO;;HR_0001_0500 adverb;[]
196;może (przypuszczenie);možda;adverb;;Možda dođem kasnije.;Może przyjdę później.;NO;;HR_0001_0500 adverb conversation;[]
197;oczywiście;naravno;adverb;;Naravno da ti vjerujem.;Oczywiście że ci wierzę.;NO;;HR_0001_0500 adverb conversation;[]
198;razem;zajedno;adverb;;Idemo zajedno na večeru.;Idziemy razem na kolację.;NO;;HR_0001_0500 adverb conversation;[]
199;znowu;ponovno;adverb;też: opet;Opet je pao mrak.;Znowu zapadł mrok.;NO;;HR_0001_0500 adverb time;"[""opet""]"
200;jeszcze raz;još jednom;phrase;;Reci to još jednom.;Powiedz to jeszcze raz.;NO;;HR_0001_0500 conversation;[]
201;dom (budynek);kuća;noun;rodzaj żeński;Kuća im je blizu mora.;Ich dom jest blisko morza.;NO;;HR_0001_0500 noun home;[]
202;mieszkanie;stan;noun;rodzaj męski - mn. stanovi;Tražim stan u centru.;Szukam mieszkania w centrum.;YES;stan nie znaczy stan - to mieszkanie;HR_0001_0500 noun home;[]
203;pokój (pomieszczenie);soba;noun;rodzaj żeński;Soba ima veliki prozor.;Pokój ma duże okno.;NO;;HR_0001_0500 noun home;[]
204;kuchnia;kuhinja;noun;rodzaj żeński;Kuhinja je mala ali praktična.;Kuchnia jest mała ale praktyczna.;NO;;HR_0001_0500 noun home;[]
205;łazienka;kupaonica;noun;rodzaj żeński;Kupaonica je na kraju hodnika.;Łazienka jest na końcu korytarza.;NO;;HR_0001_0500 noun home;[]
206;drzwi;vrata;noun;rodzaj nijaki mn.;Zaključaj vrata kad izađeš.;Zamknij drzwi na klucz kiedy wyjdziesz.;NO;;HR_0001_0500 noun home;[]
207;okno;prozor;noun;rodzaj męski - mn. prozori;Otvori prozor malo.;Otwórz trochę okno.;NO;;HR_0001_0500 noun home;[]
208;stół;stol;noun;rodzaj męski - mn. stolovi;Sjeli smo za stol.;Siedliśmy do stołu.;NO;;HR_0001_0500 noun home;[]
209;krzesło;stolica;noun;rodzaj żeński;Donesi još jednu stolicu.;Przynieś jeszcze jedno krzesło.;YES;stolica znaczy krzesło a nie stolicę - stolica to glavni grad;HR_0001_0500 noun home;[]
210;łóżko;krevet;noun;rodzaj męski - mn. kreveti;Krevet je preuzak za dvoje.;Łóżko jest za wąskie dla dwojga.;NO;;HR_0001_0500 noun home;[]
211;klucz;ključ;noun;rodzaj męski - mn. ključevi;Izgubio sam ključ od stana.;Zgubiłem klucz do mieszkania.;NO;;HR_0001_0500 noun home;[]
212;woda;voda;noun;rodzaj żeński;Možemo li dobiti vodu?;Możemy dostać wodę?;NO;;HR_0001_0500 noun food;[]
213;chleb;kruh;noun;rodzaj męski - standard hrvatski nie hljeb;Kupi kruh na putu kući.;Kup chleb po drodze do domu.;NO;;HR_0001_0500 noun food shopping;[]
214;mleko;mlijeko;noun;rodzaj nijaki;Nemamo više mlijeka.;Nie mamy już mleka.;NO;;HR_0001_0500 noun food;[]
215;kawa;kava;noun;rodzaj żeński - standard hrvatski nie kafa;Idemo na kavu poslije posla.;Idziemy na kawę po pracy.;NO;;HR_0001_0500 noun food conversation;[]
216;herbata;čaj;noun;rodzaj męski;Popio bih čaj s limunom.;Wypiłbym herbatę z cytryną.;NO;;HR_0001_0500 noun food;[]
217;wino;vino;noun;rodzaj nijaki;Naruči nam bijelo vino.;Zamów nam białe wino.;NO;;HR_0001_0500 noun food;[]
218;piwo;pivo;noun;rodzaj nijaki;Jedno pivo molim.;Jedno piwo proszę.;NO;;HR_0001_0500 noun food;[]
219;jedzenie;hrana;noun;rodzaj żeński;Hrana je bila odlična.;Jedzenie było znakomite.;NO;;HR_0001_0500 noun food;[]
220;obiad;ručak;noun;rodzaj męski - gen. ručka;Ručak je u dvanaest.;Obiad jest o dwunastej.;NO;;HR_0001_0500 noun food time;[]
221;kolacja;večera;noun;rodzaj żeński;Idemo na večeru u grad.;Idziemy na kolację do miasta.;NO;;HR_0001_0500 noun food;[]
222;śniadanie;doručak;noun;rodzaj męski - gen. doručka;Doručak je uključen u cijenu.;Śniadanie jest w cenie.;NO;;HR_0001_0500 noun food travel;[]
223;mięso;meso;noun;rodzaj nijaki;Ne jedem meso.;Nie jem mięsa.;NO;;HR_0001_0500 noun food;[]
224;ryba;riba;noun;rodzaj żeński;Riba je na Jadranu jeftinija.;Ryba jest tańsza nad Adriatykiem.;NO;;HR_0001_0500 noun food;[]
225;warzywa;povrće;noun;rodzaj nijaki - zbiorowe;Kupujem povrće na tržnici.;Kupuję warzywa na targu.;NO;;HR_0001_0500 noun food shopping;[]
226;owoce;voće;noun;rodzaj nijaki - zbiorowe;Voće je ovdje vrlo slatko.;Owoce są tutaj bardzo słodkie.;NO;;HR_0001_0500 noun food;[]
227;jabłko;jabuka;noun;rodzaj żeński;Pojedi jednu jabuku.;Zjedz jedno jabłko.;NO;;HR_0001_0500 noun food;[]
228;ziemniak;krumpir;noun;rodzaj męski - standard hrvatski nie krompir;Ispekla je krumpir u pećnici.;Upiekła ziemniaki w piekarniku.;NO;;HR_0001_0500 noun food;[]
229;pomidor;rajčica;noun;rodzaj żeński - standard hrvatski nie paradajz;Nasjeckaj rajčicu za salatu.;Pokrój pomidora do salaty.;NO;;HR_0001_0500 noun food;[]
230;sól;sol;noun;rodzaj żeński - gen. soli;Dodaj još malo soli.;Dodaj jeszcze trochę soli.;NO;;HR_0001_0500 noun food;[]
231;cukier;šećer;noun;rodzaj męski;Pijem kavu bez šećera.;Piję kawę bez cukru.;NO;;HR_0001_0500 noun food;[]
232;zupa;juha;noun;rodzaj żeński - standard hrvatski nie supa;Juha je danas odlična.;Zupa jest dzisiaj wyśmienita.;NO;;HR_0001_0500 noun food;[]
233;ser;sir;noun;rodzaj męski;Uzmi malo sira i kruha.;Weź trochę sera i chleba.;YES;sir znaczy ser - nie ma nic wspólnego z angielskim sir;HR_0001_0500 noun food;[]
234;jajko;jaje;noun;rodzaj nijaki - mn. jaja;Skuhaj mi dva jaja.;Ugotuj mi dwa jajka.;NO;;HR_0001_0500 noun food;[]
235;restauracja;restoran;noun;rodzaj męski - mn. restorani;Rezervirao sam stol u restoranu.;Zarezerwowałem stolik w restauracji.;NO;;HR_0001_0500 noun food travel;[]
236;kawiarnia;kavana;noun;rodzaj żeński - potocznie kafić;Nalazimo se u kavani.;Spotykamy się w kawiarni.;NO;;HR_0001_0500 noun food conversation;[]
237;sklep;trgovina;noun;rodzaj żeński - też: dućan;Trgovina se zatvara u devet.;Sklep zamyka się o dziewiątej.;NO;;HR_0001_0500 noun shopping;"[""dućan""]"
238;targ;tržnica;noun;rodzaj żeński;Subotom idem na tržnicu.;W soboty chodzę na targ.;NO;;HR_0001_0500 noun shopping food;[]
239;cena;cijena;noun;rodzaj żeński;Cijena mi se čini previsoka.;Cena wydaje mi się za wysoka.;NO;;HR_0001_0500 noun shopping;[]
240;pieniądze;novac;noun;rodzaj męski - gen. novca;Nemam novca sa sobom.;Nie mam przy sobie pieniędzy.;NO;;HR_0001_0500 noun shopping work;[]
241;rachunek (w lokalu);račun;noun;rodzaj męski - mn. računi;Možemo li dobiti račun?;Możemy prosić rachunek?;NO;;HR_0001_0500 noun shopping food;[]
242;karta (płatnicza);kartica;noun;rodzaj żeński;Plaćam karticom.;Płacę kartą.;NO;;HR_0001_0500 noun shopping;[]
243;praca;posao;noun;rodzaj męski - gen. posla - mn. poslovi;Posao mi počinje u osam.;Praca zaczyna mi się o ósmej.;NO;;HR_0001_0500 noun work;[]
244;biuro;ured;noun;rodzaj męski - standard hrvatski nie kancelarija;Ured je na drugom katu.;Biuro jest na drugim piętrze.;NO;;HR_0001_0500 noun work;[]
245;firma;firma;noun;rodzaj żeński - oficjalnie: poduzeće;Radim u maloj firmi.;Pracuję w małej firmie.;NO;;HR_0001_0500 noun work;[]
246;szef;šef;noun;rodzaj męski - ž. šefica;Šef je danas na putu.;Szef jest dzisiaj w podróży.;NO;;HR_0001_0500 noun work people;[]
247;kolega z pracy;kolega;noun;rodzaj męski - mn. kolege;Kolega mi pomaže s projektom.;Kolega pomaga mi z projektem.;NO;;HR_0001_0500 noun work people;[]
248;spotkanie;sastanak;noun;rodzaj męski - gen. sastanka;Sastanak je pomaknut na petak.;Spotkanie przesunięto na piątek.;NO;;HR_0001_0500 noun work;[]
249;pytanie;pitanje;noun;rodzaj nijaki;Imam samo jedno pitanje.;Mam tylko jedno pytanie.;NO;;HR_0001_0500 noun conversation questions;[]
250;odpowiedź;odgovor;noun;rodzaj męski - mn. odgovori;Još čekam odgovor.;Wciąż czekam na odpowiedź.;NO;;HR_0001_0500 noun conversation;[]
251;problem;problem;noun;rodzaj męski - mn. problemi;Nema problema.;Nie ma problemu.;NO;;HR_0001_0500 noun conversation;[]
252;miasto;grad;noun;rodzaj męski - mn. gradovi;Grad je ljeti prepun.;Miasto jest latem przepełnione.;NO;;HR_0001_0500 noun travel;[]
253;wieś;selo;noun;rodzaj nijaki - mn. sela;Roditelji žive na selu.;Rodzice mieszkają na wsi.;NO;;HR_0001_0500 noun home;[]
254;ulica;ulica;noun;rodzaj żeński;Stanujem u ovoj ulici.;Mieszkam na tej ulicy.;NO;;HR_0001_0500 noun travel;[]
255;droga;put;noun;rodzaj męski - mn. putovi - znaczy też podróż;Put do mora traje tri sata.;Droga do morza trwa trzy godziny.;NO;;HR_0001_0500 noun travel;[]
256;samochód;auto;noun;rodzaj męski - gen. auta - też: automobil;Auto mi je u servisu.;Samochód mam w serwisie.;NO;;HR_0001_0500 noun transportation;"[""automobil""]"
257;pociąg;vlak;noun;rodzaj męski - standard hrvatski nie voz;Vlak kasni dvadeset minuta.;Pociąg spóźnia się dwadzieścia minut.;NO;;HR_0001_0500 noun transportation travel;[]
258;autobus;autobus;noun;rodzaj męski - mn. autobusi;Autobus staje ispred hotela.;Autobus zatrzymuje się przed hotelem.;NO;;HR_0001_0500 noun transportation;[]
259;samolot;avion;noun;rodzaj męski - też: zrakoplov;Avion slijeće u podne.;Samolot ląduje w południe.;NO;;HR_0001_0500 noun transportation travel;"[""zrakoplov""]"
260;dworzec;kolodvor;noun;rodzaj męski - standard hrvatski nie stanica;Naći ćemo se na kolodvoru.;Spotkamy się na dworcu.;NO;;HR_0001_0500 noun transportation travel;[]
261;lotnisko;aerodrom;noun;rodzaj męski - też: zračna luka;Do aerodroma ide autobus.;Na lotnisko jedzie autobus.;NO;;HR_0001_0500 noun transportation travel;"[""zračna luka""]"
262;bilet;karta;noun;rodzaj żeński - znaczy też mapa i karta;Kupio sam kartu preko interneta.;Kupiłem bilet przez internet.;NO;;HR_0001_0500 noun travel transportation;[]
263;hotel;hotel;noun;rodzaj męski - mn. hoteli;Hotel je odmah kod plaže.;Hotel jest zaraz przy plaży.;NO;;HR_0001_0500 noun travel;[]
264;plaża;plaža;noun;rodzaj żeński;Plaža je danas prazna.;Plaża jest dzisiaj pusta.;NO;;HR_0001_0500 noun travel;[]
265;morze;more;noun;rodzaj nijaki;Ljeto provodimo na moru.;Lato spędzamy nad morzem.;NO;;HR_0001_0500 noun travel;[]
266;góra;gora;noun;"rodzaj żeński; góra; brdo oznacza wzgórze";Iznad sela je visoka gora.;Nad wsią jest wysoka góra.;NO;;HR_0001_0500 noun travel;[]
267;rzeka;rijeka;noun;rodzaj żeński;Rijeka je nakon kiše nabujala.;Rzeka wezbrała po deszczu.;NO;;HR_0001_0500 noun travel;[]
268;pogodny dzień;sunčan dan;phrase;;Napokon imamo sunčan dan.;Wreszcie mamy pogodny dzień.;NO;;HR_0001_0500 conversation;[]
269;deszcz;kiša;noun;rodzaj żeński;Vani pada kiša.;Na dworze pada deszcz.;NO;;HR_0001_0500 noun time;[]
270;śnieg;snijeg;noun;rodzaj męski;Snijeg je pao noću.;Śnieg spadł w nocy.;NO;;HR_0001_0500 noun;[]
271;słońce;sunce;noun;rodzaj nijaki;Sunce je danas prejako.;Słońce jest dzisiaj za mocne.;NO;;HR_0001_0500 noun;[]
272;wiatr;vjetar;noun;rodzaj męski - gen. vjetra;Vjetar je jak na obali.;Wiatr jest silny na wybrzeżu.;NO;;HR_0001_0500 noun;[]
273;jeden;jedan;numeral;ž. jedna - s. jedno;Ostao je samo jedan komad.;Został tylko jeden kawałek.;NO;;HR_0001_0500 numbers;[]
274;dwa;dva;numeral;ž. dvije;Imam dvije sestre.;Mam dwie siostry.;NO;;HR_0001_0500 numbers;[]
275;trzy;tri;numeral;;Dolazim za tri dana.;Przyjeżdżam za trzy dni.;NO;;HR_0001_0500 numbers;[]
276;cztery;četiri;numeral;;Rezervacija je za četiri osobe.;Rezerwacja jest na cztery osoby.;NO;;HR_0001_0500 numbers;[]
277;pięć;pet;numeral;po pet - gen. mn.;Pet minuta i gotovo.;Pięć minut i gotowe.;NO;;HR_0001_0500 numbers;[]
278;sześć;šest;numeral;;Radim do šest.;Pracuję do szóstej.;NO;;HR_0001_0500 numbers;[]
279;siedem;sedam;numeral;;Vlak polazi u sedam.;Pociąg odjeżdża o siódmej.;NO;;HR_0001_0500 numbers;[]
280;osiem;osam;numeral;;Osam sati je previše.;Osiem godzin to za dużo.;NO;;HR_0001_0500 numbers;[]
281;dziewięć;devet;numeral;;Otvaramo u devet.;Otwieramy o dziewiątej.;NO;;HR_0001_0500 numbers;[]
282;dziesięć;deset;numeral;;Deset eura molim.;Dziesięć euro proszę.;NO;;HR_0001_0500 numbers;[]
283;dwadzieścia;dvadeset;numeral;;Čekam dvadeset minuta.;Czekam dwadzieścia minut.;NO;;HR_0001_0500 numbers;[]
284;sto;sto;numeral;też: stotina;Sto kuna više ne postoji.;Sto kun już nie istnieje.;NO;;HR_0001_0500 numbers;[]
285;tysiąc;tisuća;numeral;standard hrvatski nie hiljada;Tisuća ljudi bilo je na trgu.;Tysiąc ludzi było na placu.;NO;;HR_0001_0500 numbers;[]
286;pierwszy;prvi;adjective;ž. prva - s. prvo;Prvi autobus ide u pet.;Pierwszy autobus jedzie o piątej.;NO;;HR_0001_0500 adjective numbers;[]
287;ostatni;posljednji;adjective;też: zadnji;Ovo je posljednji vlak.;To ostatni pociąg.;NO;;HR_0001_0500 adjective numbers;"[""zadnji""]"
288;pół;pola;noun;nieodm. w wyrażeniach - pol sata;Trebam pola sata.;Potrzebuję pół godziny.;NO;;HR_0001_0500 numbers;[]
289;dużo (liczne);mnogo;adverb;+ gen.;Mnogo ljudi misli isto.;Wiele ludzi myśli tak samo.;NO;;HR_0001_0500 adverb;[]
290;kilka;nekoliko;numeral;+ gen. mn.;Ostalo je nekoliko mjesta.;Zostało kilka miejsc.;NO;;HR_0001_0500 numbers;[]
291;telefon (aparat);mobitel;noun;rodzaj męski - mn. mobiteli;Mobitel mi je ostao u autu.;Telefon został mi w samochodzie.;NO;;HR_0001_0500 noun conversation;[]
292;komputer;računalo;noun;rodzaj nijaki - potocznie kompjuter;Računalo mi se pokvarilo.;Komputer mi się zepsuł.;NO;;HR_0001_0500 noun work;[]
293;książka;knjiga;noun;rodzaj żeński;Knjiga je bolja od filma.;Książka jest lepsza od filmu.;NO;;HR_0001_0500 noun media;[]
294;gazeta;novine;noun;rodzaj żeński mn.;Novine su pune loših vijesti.;Gazety są pełne złych wiadomości.;NO;;HR_0001_0500 noun media;[]
295;wiadomości (media);vijesti;noun;rodzaj żeński mn. - sing. vijest;Gledam vijesti svaku večer.;Oglądam wiadomości każdego wieczoru.;NO;;HR_0001_0500 noun media;[]
296;film;film;noun;rodzaj męski - mn. filmovi;Film traje dva sata.;Film trwa dwie godziny.;NO;;HR_0001_0500 noun media;[]
297;muzyka;glazba;noun;rodzaj żeński - standard hrvatski nie muzika;Glazba je bila preglasna.;Muzyka była za głośna.;NO;;HR_0001_0500 noun media;[]
298;szkoła;škola;noun;rodzaj żeński;Djeca su još u školi.;Dzieci są jeszcze w szkole.;NO;;HR_0001_0500 noun people;[]
299;słowo;riječ;noun;rodzaj żeński - gen. riječi - mn. riječi;Ne razumijem ovu riječ.;Nie rozumiem tego słowa.;NO;;HR_0001_0500 noun conversation;[]
300;język (mowa);jezik;noun;rodzaj męski - mn. jezici - znaczy też język w ustach;Hrvatski jezik mi je lijep.;Chorwacki język wydaje mi się piękny.;NO;;HR_0001_0500 noun conversation;[]
301;życie;život;noun;rodzaj męski - mn. životi;Život je ovdje mirniji.;Życie jest tutaj spokojniejsze.;NO;;HR_0001_0500 noun;[]
302;śmierć;smrt;noun;rodzaj żeński - gen. smrti;Smrt u obitelji ih je pogodila.;Śmierć w rodzinie ich dotknęła.;NO;;HR_0001_0500 noun;[]
303;miłość;ljubav;noun;rodzaj żeński - gen. ljubavi;To je bila ljubav na prvi pogled.;To była miłość od pierwszego wejrzenia.;NO;;HR_0001_0500 noun emotions;[]
304;strach;strah;noun;rodzaj męski;Imam strah od letenja.;Mam lęk przed lataniem.;NO;;HR_0001_0500 noun emotions;[]
305;radość;radost;noun;rodzaj żeński - gen. radosti;S radošću ću ti pomoći.;Z radością ci pomogę.;NO;;HR_0001_0500 noun emotions;[]
306;nadzieja;nada;noun;rodzaj żeński;Nadam se da će biti bolje.;Mam nadzieję że będzie lepiej.;NO;;HR_0001_0500 noun emotions;[]
307;prawda;istina;noun;rodzaj żeński;Reci mi cijelu istinu.;Powiedz mi całą prawdę.;NO;;HR_0001_0500 noun conversation;[]
308;kłamstwo;laž;noun;rodzaj żeński - gen. laži;To je obična laž.;To zwykłe kłamstwo.;NO;;HR_0001_0500 noun conversation;[]
309;siła;snaga;noun;rodzaj żeński;Nemam snage za trening.;Nie mam siły na trening.;NO;;HR_0001_0500 noun;[]
310;zdrowie;zdravlje;noun;rodzaj nijaki;Zdravlje je najvažnije.;Zdrowie jest najważniejsze.;NO;;HR_0001_0500 noun;[]
311;lekarz;liječnik;noun;rodzaj męski - mn. liječnici - potocznie doktor;Moram kod doktora.;Muszę do lekarza.;NO;;HR_0001_0500 noun people;[]
312;szpital;bolnica;noun;rodzaj żeński;Odvezli su ga u bolnicu.;Zawieźli go do szpitala.;NO;;HR_0001_0500 noun;[]
313;lekarstwo;lijek;noun;rodzaj męski - mn. lijekovi;Uzimam lijek dva puta dnevno.;Biorę lekarstwo dwa razy dziennie.;NO;;HR_0001_0500 noun;[]
314;ból;bol;noun;rodzaj żeński lub męski - gen. boli;Bol u leđima ne prestaje.;Ból w plecach nie ustaje.;NO;;HR_0001_0500 noun;[]
315;głowa;glava;noun;rodzaj żeński;Boli me glava.;Boli mnie głowa.;NO;;HR_0001_0500 noun;[]
316;ręka;ruka;noun;rodzaj żeński - mn. ruke;Ozlijedio sam ruku.;Zraniłem rękę.;NO;;HR_0001_0500 noun;[]
317;noga;noga;noun;rodzaj żeński - mn. noge;Noge me bole od hodanja.;Bolą mnie nogi od chodzenia.;NO;;HR_0001_0500 noun;[]
318;oko;oko;noun;rodzaj nijaki - mn. oči;Ima zelene oči.;Ma zielone oczy.;NO;;HR_0001_0500 noun people;[]
319;twarz;lice;noun;rodzaj nijaki - znaczy też osoba;Lice mu je bilo poznato.;Jego twarz była mi znajoma.;NO;;HR_0001_0500 noun people;[]
320;serce;srce;noun;rodzaj nijaki;Srce mi je brzo tuklo.;Serce szybko mi biło.;NO;;HR_0001_0500 noun;[]
321;osoba;osoba;noun;rodzaj żeński;Stol za dvije osobe molim.;Stolik dla dwóch osób proszę.;NO;;HR_0001_0500 noun people;[]
322;imię;ime;noun;rodzaj nijaki - gen. imena;Kako se piše tvoje ime?;Jak się pisze twoje imię?;NO;;HR_0001_0500 noun people;[]
323;nazwisko;prezime;noun;rodzaj nijaki - gen. prezimena;Napiši ime i prezime.;Napisz imię i nazwisko.;NO;;HR_0001_0500 noun people;[]
324;wiek (lata);godine;noun;rodzaj żeński mn. - koliko imaš godina;Koliko imaš godina?;Ile masz lat?;NO;;HR_0001_0500 noun people;[]
325;kraj;zemlja;noun;rodzaj żeński - znaczy też ziemia;Ovo je lijepa zemlja.;To piękny kraj.;NO;;HR_0001_0500 noun travel;[]
326;państwo (kraj);država;noun;rodzaj żeński;Država to još nije riješila.;Państwo tego jeszcze nie rozwiązało.;NO;;HR_0001_0500 noun;[]
327;granica;granica;noun;rodzaj żeński;Na granici smo čekali dugo.;Na granicy czekaliśmy długo.;NO;;HR_0001_0500 noun travel;[]
328;polski;poljski;adjective;ž. poljska;Ja sam poljski državljanin.;Jestem polskim obywatelem.;NO;;HR_0001_0500 adjective;[]
329;chorwacki;hrvatski;adjective;ž. hrvatska;Učim hrvatski jezik.;Uczę się języka chorwackiego.;NO;;HR_0001_0500 adjective;[]
330;cieszyć się na coś;radovati se;verb;1. os. sing.: radujem se - czemu: dat.;Radujem se ljetu.;Cieszę się na lato.;NO;;HR_0001_0500 verb emotions;[]
331;lubić coś robić;voljeti;verb;1. os. sing.: volim + infinitiv;Volim rano ustajati.;Lubię wcześnie wstawać.;NO;;HR_0001_0500 verb emotions;[]
332;potrzebować;trebati;verb;1. os. sing.: trebam;Trebam tvoju pomoć.;Potrzebuję twojej pomocy.;NO;;HR_0001_0500 verb conversation;[]
333;szukać;tražiti;verb;1. os. sing.: tražim;Tražim ključeve od auta.;Szukam kluczyków do samochodu.;NO;;HR_0001_0500 verb;[]
334;dostać;dobiti;verb;1. os. sing.: dobijem;Dobio sam novi posao.;Dostałem nową pracę.;NO;;HR_0001_0500 verb work;[]
335;wydarzyć się;dogoditi se;verb;"dokonany; 3. os.: dogodi se";Što se dogodilo jučer?;Co się wczoraj stało?;NO;;HR_0001_0500 verb conversation;[]
336;zostawić;ostaviti;verb;1. os. sing.: ostavim;Ostavio sam torbu u autu.;Zostawiłem torbę w samochodzie.;NO;;HR_0001_0500 verb;[]
337;pokazać;pokazati;verb;1. os. sing.: pokažem;Pokaži mi tu sliku.;Pokaż mi to zdjęcie.;NO;;HR_0001_0500 verb;[]
338;patrzeć;gledati;verb;1. os. sing.: gledam - znaczy też oglądać;Gledaj lijevo i desno.;Patrz w lewo i w prawo.;NO;;HR_0001_0500 verb;[]
339;stać;stajati;verb;1. os. sing.: stojim;Stojimo u redu.;Stoimy w kolejce.;NO;;HR_0001_0500 verb;[]
340;siedzieć;sjediti;verb;1. os. sing.: sjedim;Sjedimo na terasi.;Siedzimy na tarasie.;NO;;HR_0001_0500 verb;[]
341;leżeć;ležati;verb;1. os. sing.: ležim;Ležim na plaži cijeli dan.;Leżę na plaży cały dzień.;NO;;HR_0001_0500 verb travel;[]
342;chodzić (pieszo);hodati;verb;1. os. sing.: hodam;Hodam do posla pješice.;Chodzę do pracy pieszo.;NO;;HR_0001_0500 verb;[]
343;biegać;trčati;verb;1. os. sing.: trčim;Trčim tri puta u tjednu.;Biegam trzy razy w tygodniu.;NO;;HR_0001_0500 verb;[]
344;wchodzić;ulaziti;verb;1. os. sing.: ulazim - dokon. ući;Ulazimo kroz glavni ulaz.;Wchodzimy przez główne wejście.;NO;;HR_0001_0500 verb;[]
345;wychodzić;izlaziti;verb;1. os. sing.: izlazim - dokon. izaći;Izlazim iz kuće u sedam.;Wychodzę z domu o siódmej.;NO;;HR_0001_0500 verb;[]
