record_id,level,module_no,module_title_pl,lesson_no,lesson_id,lesson_title_pl,record_type,sequence,hr_text,pl_text,lemma,part_of_speech,grammar_focus,communicative_goal,exercise_type,accepted_answers,notes_pl,tags,source_url
A1-0027,A1,1,Pierwsze kroki,2,a1-02,Skąd jesteś?,vocabulary,8,u,w / do,u,preposition,odakle/gdje; iz + dopełniacz jako gotowa konstrukcja; u + miejscownik w najczęstszych frazach,"Powiedzieć, skąd jesteś i gdzie mieszkasz.",flashcard|recognition|production,u,Docelowy element aktywnego słownictwa; wrzuć do FSRS po ukończeniu lekcji.,vocab|active,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/|https://www.easy-croatian.com/2014/11/15.html|https://www.easy-croatian.com/2014/11/6.html|https://www.easy-croatian.com/2014/11/a4.html
A1-0028,A1,1,Pierwsze kroki,2,a1-02,Skąd jesteś?,sentence,1,Odakle si?,Skąd jesteś?,,,odakle/gdje; iz + dopełniacz jako gotowa konstrukcja; u + miejscownik w najczęstszych frazach,"Powiedzieć, skąd jesteś i gdzie mieszkasz.",translation|word_order|listening|gap,Odakle si?,"Zdanie autorskie do ćwiczeń; przy inputach tekstowych warto akceptować brak części znaków diakrytycznych jako soft error, ale pokazać poprawną pisownię.",sentence|production|comprehension,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/|https://www.easy-croatian.com/2014/11/15.html|https://www.easy-croatian.com/2014/11/6.html|https://www.easy-croatian.com/2014/11/a4.html
A1-0029,A1,1,Pierwsze kroki,2,a1-02,Skąd jesteś?,sentence,2,Iz Poljske sam.,Jestem z Polski.,,,odakle/gdje; iz + dopełniacz jako gotowa konstrukcja; u + miejscownik w najczęstszych frazach,"Powiedzieć, skąd jesteś i gdzie mieszkasz.",translation|word_order|listening|gap,Iz Poljske sam.,"Zdanie autorskie do ćwiczeń; przy inputach tekstowych warto akceptować brak części znaków diakrytycznych jako soft error, ale pokazać poprawną pisownię.",sentence|production|comprehension,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/|https://www.easy-croatian.com/2014/11/15.html|https://www.easy-croatian.com/2014/11/6.html|https://www.easy-croatian.com/2014/11/a4.html
A1-0030,A1,1,Pierwsze kroki,2,a1-02,Skąd jesteś?,sentence,3,Gdje živiš?,Gdzie mieszkasz?,,,odakle/gdje; iz + dopełniacz jako gotowa konstrukcja; u + miejscownik w najczęstszych frazach,"Powiedzieć, skąd jesteś i gdzie mieszkasz.",translation|word_order|listening|gap,Gdje živiš?,"Zdanie autorskie do ćwiczeń; przy inputach tekstowych warto akceptować brak części znaków diakrytycznych jako soft error, ale pokazać poprawną pisownię.",sentence|production|comprehension,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/|https://www.easy-croatian.com/2014/11/15.html|https://www.easy-croatian.com/2014/11/6.html|https://www.easy-croatian.com/2014/11/a4.html
A1-0031,A1,1,Pierwsze kroki,2,a1-02,Skąd jesteś?,sentence,4,Živim u Poljskoj.,Mieszkam w Polsce.,,,odakle/gdje; iz + dopełniacz jako gotowa konstrukcja; u + miejscownik w najczęstszych frazach,"Powiedzieć, skąd jesteś i gdzie mieszkasz.",translation|word_order|listening|gap,Živim u Poljskoj.,"Zdanie autorskie do ćwiczeń; przy inputach tekstowych warto akceptować brak części znaków diakrytycznych jako soft error, ale pokazać poprawną pisownię.",sentence|production|comprehension,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/|https://www.easy-croatian.com/2014/11/15.html|https://www.easy-croatian.com/2014/11/6.html|https://www.easy-croatian.com/2014/11/a4.html
A1-0032,A1,1,Pierwsze kroki,2,a1-02,Skąd jesteś?,sentence,5,Živim u Krakovu.,Mieszkam w Krakowie.,,,odakle/gdje; iz + dopełniacz jako gotowa konstrukcja; u + miejscownik w najczęstszych frazach,"Powiedzieć, skąd jesteś i gdzie mieszkasz.",translation|word_order|listening|gap,Živim u Krakovu.,"Zdanie autorskie do ćwiczeń; przy inputach tekstowych warto akceptować brak części znaków diakrytycznych jako soft error, ale pokazać poprawną pisownię.",sentence|production|comprehension,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/|https://www.easy-croatian.com/2014/11/15.html|https://www.easy-croatian.com/2014/11/6.html|https://www.easy-croatian.com/2014/11/a4.html
A1-0033,A1,1,Pierwsze kroki,2,a1-02,Skąd jesteś?,sentence,6,Ona je iz Hrvatske.,Ona jest z Chorwacji.,,,odakle/gdje; iz + dopełniacz jako gotowa konstrukcja; u + miejscownik w najczęstszych frazach,"Powiedzieć, skąd jesteś i gdzie mieszkasz.",translation|word_order|listening|gap,Ona je iz Hrvatske.,"Zdanie autorskie do ćwiczeń; przy inputach tekstowych warto akceptować brak części znaków diakrytycznych jako soft error, ale pokazać poprawną pisownię.",sentence|production|comprehension,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/|https://www.easy-croatian.com/2014/11/15.html|https://www.easy-croatian.com/2014/11/6.html|https://www.easy-croatian.com/2014/11/a4.html
A1-0034,A1,1,Pierwsze kroki,2,a1-02,Skąd jesteś?,exercise_blueprint,1,,,,,odakle/gdje; iz + dopełniacz jako gotowa konstrukcja; u + miejscownik w najczęstszych frazach,"Powiedzieć, skąd jesteś i gdzie mieszkasz.",multiple_choice,,Wybierz poprawne znaczenie lub odpowiedź do krótkiego promptu.,exercise|lesson-player,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/|https://www.easy-croatian.com/2014/11/15.html|https://www.easy-croatian.com/2014/11/6.html|https://www.easy-croatian.com/2014/11/a4.html
A1-0035,A1,1,Pierwsze kroki,2,a1-02,Skąd jesteś?,exercise_blueprint,2,,,,,odakle/gdje; iz + dopełniacz jako gotowa konstrukcja; u + miejscownik w najczęstszych frazach,"Powiedzieć, skąd jesteś i gdzie mieszkasz.",translation,,"Przetłumacz 1 krótkie zdanie PL→HR, akceptując poprawne warianty.",exercise|lesson-player,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/|https://www.easy-croatian.com/2014/11/15.html|https://www.easy-croatian.com/2014/11/6.html|https://www.easy-croatian.com/2014/11/a4.html
A1-0036,A1,1,Pierwsze kroki,2,a1-02,Skąd jesteś?,exercise_blueprint,3,,,,,odakle/gdje; iz + dopełniacz jako gotowa konstrukcja; u + miejscownik w najczęstszych frazach,"Powiedzieć, skąd jesteś i gdzie mieszkasz.",free_response,,Napisz 1–2 własne zdania z materiałem lekcji; oceń sens i kluczową konstrukcję.,exercise|lesson-player,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/|https://www.easy-croatian.com/2014/11/15.html|https://www.easy-croatian.com/2014/11/6.html|https://www.easy-croatian.com/2014/11/a4.html
A1-0037,A1,1,Pierwsze kroki,3,a1-03,Jak masz na imię?,lesson,0,,,,,zvati se; czasowniki zwrotne jako gotowy wzorzec; kako,Przedstawić się i zapytać o imię.,,,Projekt autorski oparty na deskryptorach CEFR A1 oraz zakresie początkujących kursów Croaticum. Treści nie są kopią podręcznika.,curriculum|cefr-a1|croatian,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/|https://www.easy-croatian.com/2014/11/a3.html
A1-0038,A1,1,Pierwsze kroki,3,a1-03,Jak masz na imię?,vocabulary,1,ime,imię,ime,noun,zvati se; czasowniki zwrotne jako gotowy wzorzec; kako,Przedstawić się i zapytać o imię.,flashcard|recognition|production,ime,Docelowy element aktywnego słownictwa; wrzuć do FSRS po ukończeniu lekcji.,vocab|active,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/|https://www.easy-croatian.com/2014/11/a3.html
A1-0039,A1,1,Pierwsze kroki,3,a1-03,Jak masz na imię?,vocabulary,2,zvati se,nazywać się,zvati se,verb,zvati se; czasowniki zwrotne jako gotowy wzorzec; kako,Przedstawić się i zapytać o imię.,flashcard|recognition|production,zvati se,Docelowy element aktywnego słownictwa; wrzuć do FSRS po ukończeniu lekcji.,vocab|active,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/|https://www.easy-croatian.com/2014/11/a3.html
A1-0040,A1,1,Pierwsze kroki,3,a1-03,Jak masz na imię?,vocabulary,3,ja,ja,ja,pronoun,zvati se; czasowniki zwrotne jako gotowy wzorzec; kako,Przedstawić się i zapytać o imię.,flashcard|recognition|production,ja,Docelowy element aktywnego słownictwa; wrzuć do FSRS po ukończeniu lekcji.,vocab|active,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/|https://www.easy-croatian.com/2014/11/a3.html
A1-0041,A1,1,Pierwsze kroki,3,a1-03,Jak masz na imię?,vocabulary,4,ti,ty,ti,pronoun,zvati se; czasowniki zwrotne jako gotowy wzorzec; kako,Przedstawić się i zapytać o imię.,flashcard|recognition|production,ti,Docelowy element aktywnego słownictwa; wrzuć do FSRS po ukończeniu lekcji.,vocab|active,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/|https://www.easy-croatian.com/2014/11/a3.html
A1-0042,A1,1,Pierwsze kroki,3,a1-03,Jak masz na imię?,vocabulary,5,on,on,on,pronoun,zvati se; czasowniki zwrotne jako gotowy wzorzec; kako,Przedstawić się i zapytać o imię.,flashcard|recognition|production,on,Docelowy element aktywnego słownictwa; wrzuć do FSRS po ukończeniu lekcji.,vocab|active,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/|https://www.easy-croatian.com/2014/11/a3.html
A1-0043,A1,1,Pierwsze kroki,3,a1-03,Jak masz na imię?,vocabulary,6,ona,ona,ona,pronoun,zvati se; czasowniki zwrotne jako gotowy wzorzec; kako,Przedstawić się i zapytać o imię.,flashcard|recognition|production,ona,Docelowy element aktywnego słownictwa; wrzuć do FSRS po ukończeniu lekcji.,vocab|active,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/|https://www.easy-croatian.com/2014/11/a3.html
A1-0044,A1,1,Pierwsze kroki,3,a1-03,Jak masz na imię?,vocabulary,7,tko,kto,tko,pronoun,zvati se; czasowniki zwrotne jako gotowy wzorzec; kako,Przedstawić się i zapytać o imię.,flashcard|recognition|production,tko,Docelowy element aktywnego słownictwa; wrzuć do FSRS po ukończeniu lekcji.,vocab|active,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/|https://www.easy-croatian.com/2014/11/a3.html
A1-0045,A1,1,Pierwsze kroki,3,a1-03,Jak masz na imię?,vocabulary,8,drago mi je,miło mi,drago mi je,phrase,zvati se; czasowniki zwrotne jako gotowy wzorzec; kako,Przedstawić się i zapytać o imię.,flashcard|recognition|production,drago mi je,Docelowy element aktywnego słownictwa; wrzuć do FSRS po ukończeniu lekcji.,vocab|active,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/|https://www.easy-croatian.com/2014/11/a3.html
A1-0046,A1,1,Pierwsze kroki,3,a1-03,Jak masz na imię?,sentence,1,Kako se zoveš?,Jak masz na imię?,,,zvati se; czasowniki zwrotne jako gotowy wzorzec; kako,Przedstawić się i zapytać o imię.,translation|word_order|listening|gap,Kako se zoveš?,"Zdanie autorskie do ćwiczeń; przy inputach tekstowych warto akceptować brak części znaków diakrytycznych jako soft error, ale pokazać poprawną pisownię.",sentence|production|comprehension,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/|https://www.easy-croatian.com/2014/11/a3.html
A1-0047,A1,1,Pierwsze kroki,3,a1-03,Jak masz na imię?,sentence,2,Zovem se Michał.,Mam na imię Michał.,,,zvati se; czasowniki zwrotne jako gotowy wzorzec; kako,Przedstawić się i zapytać o imię.,translation|word_order|listening|gap,Zovem se Michał.,"Zdanie autorskie do ćwiczeń; przy inputach tekstowych warto akceptować brak części znaków diakrytycznych jako soft error, ale pokazać poprawną pisownię.",sentence|production|comprehension,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/|https://www.easy-croatian.com/2014/11/a3.html
A1-0048,A1,1,Pierwsze kroki,3,a1-03,Jak masz na imię?,sentence,3,A kako se ti zoveš?,A jak ty masz na imię?,,,zvati se; czasowniki zwrotne jako gotowy wzorzec; kako,Przedstawić się i zapytać o imię.,translation|word_order|listening|gap,A kako se ti zoveš?,"Zdanie autorskie do ćwiczeń; przy inputach tekstowych warto akceptować brak części znaków diakrytycznych jako soft error, ale pokazać poprawną pisownię.",sentence|production|comprehension,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/|https://www.easy-croatian.com/2014/11/a3.html
A1-0049,A1,1,Pierwsze kroki,3,a1-03,Jak masz na imię?,sentence,4,Ona se zove Ana.,Ona ma na imię Ana.,,,zvati se; czasowniki zwrotne jako gotowy wzorzec; kako,Przedstawić się i zapytać o imię.,translation|word_order|listening|gap,Ona se zove Ana.,"Zdanie autorskie do ćwiczeń; przy inputach tekstowych warto akceptować brak części znaków diakrytycznych jako soft error, ale pokazać poprawną pisownię.",sentence|production|comprehension,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/|https://www.easy-croatian.com/2014/11/a3.html
